question,category,difficulty,topic
How does Jump Across the Creek (JAC) differ from Fall Through the Ice (FTI)?,comparison,intermediate,conceptual_understanding
What is the practical application of Smart Money?,application,advanced,practical_trading
What is the ideal position size for Automatic Rally (AR)?,trading,advanced,risk_management
What signals indicate the presence of Preliminary Supply (PSY)?,identification,intermediate,pattern_recognition
Define Markdown according to Wyckoff analysis.,definition,beginner,wyckoff_basics
When does Sign of Weakness (SOW) typically occur?,events,intermediate,event_analysis
In what situations would you implement Preliminary Support (PS)?,application,advanced,practical_trading
How do you apply Automatic Rally (AR) in trading?,application,advanced,practical_trading
What is the principle behind the Law of Cause and Effect?,laws,beginner,fundamental_principles
Compare Jump Across the Creek (JAC) with Spring in Wyckoff analysis.,comparison,intermediate,conceptual_understanding
What follows after Terminal Shakeout appears?,events,intermediate,event_analysis
What does Redistribution represent in Wyckoff's approach?,definition,beginner,wyckoff_basics
Describe the characteristics of Phase C.,phases,intermediate,market_structure
What is the difference between Sign of Weakness (SOW) and Trading Range?,comparison,intermediate,conceptual_understanding
When should you take profits in Automatic Reaction (AR)?,trading,advanced,risk_management
What factors should be considered when analyzing Selling Climax (SC)?,analysis,intermediate,market_analysis
What does Buying Climax (BC) indicate about market conditions?,events,intermediate,event_analysis
What events occur in Phase A?,phases,intermediate,market_structure
What is the purpose of Sign of Weakness (SOW) in a trading range?,events,intermediate,event_analysis
Describe the characteristics of Phase B.,phases,intermediate,market_structure
What is the purpose of Backup (BU) in a trading range?,events,intermediate,event_analysis
What does Last Point of Support (LPS) represent in Wyckoff's approach?,definition,beginner,wyckoff_basics
Compare Preliminary Support (PS) with Selling Climax (SC) in Wyckoff analysis.,comparison,intermediate,conceptual_understanding
Give an example of the Law of Effort and Result in action.,laws,beginner,fundamental_principles
When should you take profits in Sign of Strength (SOS)?,trading,advanced,risk_management
What tools are used to study Price Cycle?,analysis,intermediate,market_analysis
When should you use Trading Range in your analysis?,application,advanced,practical_trading
What is the best entry point for Lower highs?,trading,advanced,risk_management
How does volume behave during Upthrust (UT)?,volume_analysis,advanced,volume_price_analysis
What does High volume volume suggest?,volume_analysis,advanced,volume_price_analysis
How does volume behave during Upthrust After Distribution (UTAD)?,volume_analysis,advanced,volume_price_analysis
What does Secondary Test (ST) represent in Wyckoff's approach?,definition,beginner,wyckoff_basics
What follows after Sign of Weakness (SOW) appears?,events,intermediate,event_analysis
When does Sign of Strength (SOS) typically occur?,events,intermediate,event_analysis
How does Sign of Strength (SOS) differ from Composite Man?,comparison,intermediate,conceptual_understanding
Define Terminal Shakeout according to Wyckoff analysis.,definition,beginner,wyckoff_basics
How would you describe Upthrust (UT) in the context of Wyckoff trading?,definition,beginner,wyckoff_basics
Where should you place your stop loss when trading Backup (BU)?,trading,advanced,risk_management
Define Fall Through the Ice (FTI) according to Wyckoff analysis.,definition,beginner,wyckoff_basics
How would you describe Trading Range in the context of Wyckoff trading?,definition,beginner,wyckoff_basics
Describe the characteristics of Phase B.,phases,intermediate,market_structure
What does Automatic Reaction (AR) indicate about market conditions?,events,intermediate,event_analysis
How do you apply Jump Across the Creek (JAC) in trading?,application,advanced,practical_trading
How do you identify Preliminary Supply (PSY) in a price chart?,identification,intermediate,pattern_recognition
How does volume behave during Backup (BU)?,volume_analysis,advanced,volume_price_analysis
How do you manage risk when trading Buying Climax (BC)?,trading,advanced,risk_management
What is the difference between Composite Operator and Automatic Reaction (AR)?,comparison,intermediate,conceptual_understanding
What events occur in Phase C?,phases,intermediate,market_structure
Explain the relationship between volume and Trading Range.,volume_analysis,advanced,volume_price_analysis
What distinguishes Buying Climax (BC) from Distribution?,comparison,intermediate,conceptual_understanding
What is the principle behind the Law of Supply and Demand?,laws,beginner,fundamental_principles
Explain the meaning of Sign of Weakness (SOW) in trading.,definition,beginner,wyckoff_basics
When should you use Cause and Effect in your analysis?,application,advanced,practical_trading
Explain the purpose of Phase B.,phases,intermediate,market_structure
What tools are used to study Price Cycle?,analysis,intermediate,market_analysis
What is the difference between Composite Man and Backup (BU)?,comparison,intermediate,conceptual_understanding
What signals indicate the presence of Spring?,identification,intermediate,pattern_recognition
Define Jump Across the Creek (JAC) according to Wyckoff analysis.,definition,beginner,wyckoff_basics
What distinguishes Last Point of Supply (LPSY) from Preliminary Support (PS)?,comparison,intermediate,conceptual_understanding
Where should you place your stop loss when trading Last Point of Supply (LPSY)?,trading,advanced,risk_management
Explain the Law of Effort and Result in Wyckoff methodology.,laws,beginner,fundamental_principles
What does Last Point of Support (LPS) indicate about market conditions?,events,intermediate,event_analysis
Compare Terminal Shakeout with Wyckoff Method in Wyckoff analysis.,comparison,intermediate,conceptual_understanding
Where should you place your stop loss when trading Secondary Test (ST)?,trading,advanced,risk_management
How do you manage risk when trading Sign of Strength (SOS)?,trading,advanced,risk_management
What distinguishes Composite Man from Composite Operator?,comparison,intermediate,conceptual_understanding
What is the principle behind the Law of Effort and Result?,laws,beginner,fundamental_principles
What are the characteristics of Buying Climax (BC)?,identification,intermediate,pattern_recognition
How does the Law of Effort and Result work?,laws,beginner,fundamental_principles
How does the Law of Supply and Demand work?,laws,beginner,fundamental_principles
What is the best entry point for Upward thrust?,trading,advanced,risk_management
